Assessment Name,URL,Full Page Content
.NET MVVM (New),https://www.shl.com/products/product-catalog/view/net-mvvm-new/,"Careers
Contact
Practice Tests
Support





Login
Buy Online

Solutions
Products
HR Priorities
Resources
About
Book a Demo






Home
Products
Product Catalog
.NET MVVM (New)
Description
Multi-choice test that measures the knowledge of MVVM pattern, scenarios, data validation, ViewModel communication and Quick-start.
Job levels
Mid-Professional, Professional Individual Contributor,
Languages
English (USA),
Assessment length
Approximate Completion Time in minutes = 5
Test Type:
K
Remote Testing:
Downloads
Product Fact Sheet
English (USA)
Accelerate Your Talent Strategy
Speak to our team today to see how our products transform talent strategy.
Book a Demo
Back to Product Catalog
Company
About SHL
Solutions
Products
Case Studies
SHL Careers
Global Offices
Media Inquiries
Subscribe
Client Resources
Sales Inquiries
Platform Login
Client Support ↗
Product Catalog
Training Calendar
Buy Online
Candidate Resources
Candidate Support ↗
Raise an Issue ↗
Neurodiversity Hub
Practice Tests
AMCAT ↗
Legal
Cookie Policy
Privacy Notice
Security & Compliance
Legal Resources
UK Modern Slavery
  Site Map
Site Search
© 2026 
SHL and its affiliates. All rights reserved."
.NET WCF (New),https://www.shl.com/products/product-catalog/view/net-wcf-new/,"Careers
Contact
Practice Tests
Support





Login
Buy Online

Solutions
Products
HR Priorities
Resources
About
Book a Demo






Home
Products
Product Catalog
.NET WCF (New)
Description
Multi-choice test that measures the knowledge of .NET fundamentals, WCF architecture, programming model, SOA, managing and programming WCF.
Job levels
Mid-Professional, Professional Individual Contributor,
Languages
English (USA),
Assessment length
Approximate Completion Time in minutes = 11
Test Type:
K
Remote Testing:
Downloads
Product Fact Sheet
English (USA)
Accelerate Your Talent Strategy
Speak to our team today to see how our products transform talent strategy.
Book a Demo
Back to Product Catalog
Company
About SHL
Solutions
Products
Case Studies
SHL Careers
Global Offices
Media Inquiries
Subscribe
Client Resources
Sales Inquiries
Platform Login
Client Support ↗
Product Catalog
Training Calendar
Buy Online
Candidate Resources
Candidate Support ↗
Raise an Issue ↗
Neurodiversity Hub
Practice Tests
AMCAT ↗
Legal
Cookie Policy
Privacy Notice
Security & Compliance
Legal Resources
UK Modern Slavery
  Site Map
Site Search
© 2026 
SHL and its affiliates. All rights reserved."
.NET WPF (New),https://www.shl.com/products/product-catalog/view/net-wpf-new/,"Careers
Contact
Practice Tests
Support





Login
Buy Online

Solutions
Products
HR Priorities
Resources
About
Book a Demo






Home
Products
Product Catalog
.NET WPF (New)
Description
Multi-choice test that measures the knowledge of .NET basics, WPF, XAML controls, events, layouts, working with WPF windows/menus and deploying WPF applications.
Job levels
Mid-Professional, Professional Individual Contributor,
Languages
English (USA),
Assessment length
Approximate Completion Time in minutes = 9
Test Type:
K
Remote Testing:
Downloads
Product Fact Sheet
English (USA)
Accelerate Your Talent Strategy
Speak to our team today to see how our products transform talent strategy.
Book a Demo
Back to Product Catalog
Company
About SHL
Solutions
Products
Case Studies
SHL Careers
Global Offices
Media Inquiries
Subscribe
Client Resources
Sales Inquiries
Platform Login
Client Support ↗
Product Catalog
Training Calendar
Buy Online
Candidate Resources
Candidate Support ↗
Raise an Issue ↗
Neurodiversity Hub
Practice Tests
AMCAT ↗
Legal
Cookie Policy
Privacy Notice
Security & Compliance
Legal Resources
UK Modern Slavery
  Site Map
Site Search
© 2026 
SHL and its affiliates. All rights reserved."
.NET XAML (New),https://www.shl.com/products/product-catalog/view/net-xaml-new/,"Careers
Contact
Practice Tests
Support





Login
Buy Online

Solutions
Products
HR Priorities
Resources
About
Book a Demo






Home
Products
Product Catalog
.NET XAML (New)
Description
Multi-choice test that measures the knowledge of XAML triggers, data binding, custom controls and layouts.
Job levels
Mid-Professional, Professional Individual Contributor,
Languages
English (USA),
Assessment length
Approximate Completion Time in minutes = 5
Test Type:
K
Remote Testing:
Downloads
Product Fact Sheet
English (USA)
Accelerate Your Talent Strategy
Speak to our team today to see how our products transform talent strategy.
Book a Demo
Back to Product Catalog
Company
About SHL
Solutions
Products
Case Studies
SHL Careers
Global Offices
Media Inquiries
Subscribe
Client Resources
Sales Inquiries
Platform Login
Client Support ↗
Product Catalog
Training Calendar
Buy Online
Candidate Resources
Candidate Support ↗
Raise an Issue ↗
Neurodiversity Hub
Practice Tests
AMCAT ↗
Legal
Cookie Policy
Privacy Notice
Security & Compliance
Legal Resources
UK Modern Slavery
  Site Map
Site Search
© 2026 
SHL and its affiliates. All rights reserved."
Accounts Payable (New),https://www.shl.com/products/product-catalog/view/accounts-payable-new/,"Careers
Contact
Practice Tests
Support





Login
Buy Online

Solutions
Products
HR Priorities
Resources
About
Book a Demo






Home
Products
Product Catalog
Accounts Payable (New)
Description
Multiple-choice test that measures the knowledge of processing payables and vendor invoices, and the posting of journal entries.
Job levels
Entry-Level, Graduate, Mid-Professional, Professional Individual Contributor,
Languages
English (USA),
Assessment length
Approximate Completion Time in minutes = 9
Test Type:
K
Remote Testing:
Downloads
Product Fact Sheet
English (USA)
Sample Report
English (USA)
Accelerate Your Talent Strategy
Speak to our team today to see how our products transform talent strategy.
Book a Demo
Back to Product Catalog
Company
About SHL
Solutions
Products
Case Studies
SHL Careers
Global Offices
Media Inquiries
Subscribe
Client Resources
Sales Inquiries
Platform Login
Client Support ↗
Product Catalog
Training Calendar
Buy Online
Candidate Resources
Candidate Support ↗
Raise an Issue ↗
Neurodiversity Hub
Practice Tests
AMCAT ↗
Legal
Cookie Policy
Privacy Notice
Security & Compliance
Legal Resources
UK Modern Slavery
  Site Map
Site Search
© 2026 
SHL and its affiliates. All rights reserved."
Accounts Payable Simulation (New),https://www.shl.com/products/product-catalog/view/accounts-payable-simulation-new/,"Careers
Contact
Practice Tests
Support





Login
Buy Online

Solutions
Products
HR Priorities
Resources
About
Book a Demo






Home
Products
Product Catalog
Accounts Payable Simulation (New)
Description
Simulated data entry test that measures the ability to process payables and vendor invoices.
Job levels
Entry-Level, Graduate, Mid-Professional, Professional Individual Contributor,
Languages
English (USA),
Assessment length
Approximate Completion Time in minutes = 8
Test Type:
S
Remote Testing:
Downloads
Product Fact Sheet
English (USA)
Sample Report
English (USA)
Accelerate Your Talent Strategy
Speak to our team today to see how our products transform talent strategy.
Book a Demo
Back to Product Catalog
Company
About SHL
Solutions
Products
Case Studies
SHL Careers
Global Offices
Media Inquiries
Subscribe
Client Resources
Sales Inquiries
Platform Login
Client Support ↗
Product Catalog
Training Calendar
Buy Online
Candidate Resources
Candidate Support ↗
Raise an Issue ↗
Neurodiversity Hub
Practice Tests
AMCAT ↗
Legal
Cookie Policy
Privacy Notice
Security & Compliance
Legal Resources
UK Modern Slavery
  Site Map
Site Search
© 2026 
SHL and its affiliates. All rights reserved."
Accounts Receivable (New),https://www.shl.com/products/product-catalog/view/accounts-receivable-new/,"Careers
Contact
Practice Tests
Support





Login
Buy Online

Solutions
Products
HR Priorities
Resources
About
Book a Demo






Home
Products
Product Catalog
Accounts Receivable (New)
Description
Multiple-choice test that measures the knowledge of processing receivables and invoices.
Job levels
Entry-Level, Graduate, Mid-Professional, Professional Individual Contributor,
Languages
English (USA),
Assessment length
Approximate Completion Time in minutes = 13
Test Type:
K
Remote Testing:
Downloads
Product Fact Sheet
English (USA)
Sample Report
English (USA)
Accelerate Your Talent Strategy
Speak to our team today to see how our products transform talent strategy.
Book a Demo
Back to Product Catalog
Company
About SHL
Solutions
Products
Case Studies
SHL Careers
Global Offices
Media Inquiries
Subscribe
Client Resources
Sales Inquiries
Platform Login
Client Support ↗
Product Catalog
Training Calendar
Buy Online
Candidate Resources
Candidate Support ↗
Raise an Issue ↗
Neurodiversity Hub
Practice Tests
AMCAT ↗
Legal
Cookie Policy
Privacy Notice
Security & Compliance
Legal Resources
UK Modern Slavery
  Site Map
Site Search
© 2026 
SHL and its affiliates. All rights reserved."
Accounts Receivable Simulation (New),https://www.shl.com/products/product-catalog/view/accounts-receivable-simulation-new/,"Careers
Contact
Practice Tests
Support





Login
Buy Online

Solutions
Products
HR Priorities
Resources
About
Book a Demo






Home
Products
Product Catalog
Accounts Receivable Simulation (New)
Description
Simulated data entry test that measures the ability to process receivables and invoices.
Job levels
Entry-Level, Graduate, Mid-Professional, Professional Individual Contributor,
Languages
English (USA),
Assessment length
Approximate Completion Time in minutes = 8
Test Type:
S
Remote Testing:
Downloads
Product Fact Sheet
English (USA)
Sample Report
English (USA)
Accelerate Your Talent Strategy
Speak to our team today to see how our products transform talent strategy.
Book a Demo
Back to Product Catalog
Company
About SHL
Solutions
Products
Case Studies
SHL Careers
Global Offices
Media Inquiries
Subscribe
Client Resources
Sales Inquiries
Platform Login
Client Support ↗
Product Catalog
Training Calendar
Buy Online
Candidate Resources
Candidate Support ↗
Raise an Issue ↗
Neurodiversity Hub
Practice Tests
AMCAT ↗
Legal
Cookie Policy
Privacy Notice
Security & Compliance
Legal Resources
UK Modern Slavery
  Site Map
Site Search
© 2026 
SHL and its affiliates. All rights reserved."
ADO.NET (New),https://www.shl.com/products/product-catalog/view/ado-net-new/,"Careers
Contact
Practice Tests
Support





Login
Buy Online

Solutions
Products
HR Priorities
Resources
About
Book a Demo






Home
Products
Product Catalog
ADO.NET (New)
Description
Multi-choice test that measures the knowledge on the concepts of ADO.NET architecture, components and data provider objects.
Job levels
Mid-Professional, Professional Individual Contributor,
Languages
English (USA),
Assessment length
Approximate Completion Time in minutes = 10
Test Type:
K
Remote Testing:
Downloads
Product Fact Sheet
English (USA)
Accelerate Your Talent Strategy
Speak to our team today to see how our products transform talent strategy.
Book a Demo
Back to Product Catalog
Company
About SHL
Solutions
Products
Case Studies
SHL Careers
Global Offices
Media Inquiries
Subscribe
Client Resources
Sales Inquiries
Platform Login
Client Support ↗
Product Catalog
Training Calendar
Buy Online
Candidate Resources
Candidate Support ↗
Raise an Issue ↗
Neurodiversity Hub
Practice Tests
AMCAT ↗
Legal
Cookie Policy
Privacy Notice
Security & Compliance
Legal Resources
UK Modern Slavery
  Site Map
Site Search
© 2026 
SHL and its affiliates. All rights reserved."
2,https://www.shl.com/products/product-catalog/?type=1&start=12&type=1,"Search
Careers
Contact
Practice Tests
Support





Login
Buy Online

Solutions
Products
HR Priorities
Resources
About
Book a Demo






Home
Products
Product Catalog
Find assessments that best meet your needs.
Browse through our extensive product catalog for science-backed assessments that evaluate cognitive ability, personality, behavior, skills, and more, by role and organizational level, by industry, and by language.
Search by keyword...
Keyword
Search
Reset all
Search by choosing one or more...
Job Family
Select...
Job Level
Select...
Industry
Select...
Language
Select...
Search
Reset all
Search by job by title...
Job Category
Select...
Search
Reset all
Individual Test Solutions
Remote Testing
Adaptive/IRT
Test Type
Adobe Experience Manager (New)
K
Adobe Photoshop CC
K
Aeronautical Engineering (New)
K
Aerospace Engineering (New)
K
Agile Software Development
K
Agile Testing (New)
K
AI Skills
P
Amazon Web Services (AWS) Development (New)
K
Android Development (New)
K
Angular 6 (New)
K
AngularJS (New)
K
Apache Hadoop (New)
K
Previous
1
2
3
…
32
Next
Company
About SHL
Solutions
Products
Case Studies
SHL Careers
Global Offices
Media Inquiries
Subscribe
Client Resources
Sales Inquiries
Platform Login
Client Support ↗
Product Catalog
Training Calendar
Buy Online
Candidate Resources
Candidate Support ↗
Raise an Issue ↗
Neurodiversity Hub
Practice Tests
AMCAT ↗
Legal
Cookie Policy
Privacy Notice
Security & Compliance
Legal Resources
UK Modern Slavery
  Site Map
Site Search
© 2026 
SHL and its affiliates. All rights reserved."
3,https://www.shl.com/products/product-catalog/?type=1&start=24&type=1,"Search
Careers
Contact
Practice Tests
Support





Login
Buy Online

Solutions
Products
HR Priorities
Resources
About
Book a Demo






Home
Products
Product Catalog
Find assessments that best meet your needs.
Browse through our extensive product catalog for science-backed assessments that evaluate cognitive ability, personality, behavior, skills, and more, by role and organizational level, by industry, and by language.
Search by keyword...
Keyword
Search
Reset all
Search by choosing one or more...
Job Family
Select...
Job Level
Select...
Industry
Select...
Language
Select...
Search
Reset all
Search by job by title...
Job Category
Select...
Search
Reset all
Individual Test Solutions
Remote Testing
Adaptive/IRT
Test Type
Apache Hadoop Extensions (New)
K
Apache HBase (New)
K
Apache Hive (New)
K
Apache Kafka (New)
K
Apache Pig (New)
K
Apache Spark (New)
K
ASP .NET with C# (New)
K
ASP.NET 4.5
K
Assessment and Development Center Exercises
E
Automata - Fix (New)
S
Automata - SQL (New)
S
Automata (New)
S
Previous
1
2
3
4
…
32
Next
Company
About SHL
Solutions
Products
Case Studies
SHL Careers
Global Offices
Media Inquiries
Subscribe
Client Resources
Sales Inquiries
Platform Login
Client Support ↗
Product Catalog
Training Calendar
Buy Online
Candidate Resources
Candidate Support ↗
Raise an Issue ↗
Neurodiversity Hub
Practice Tests
AMCAT ↗
Legal
Cookie Policy
Privacy Notice
Security & Compliance
Legal Resources
UK Modern Slavery
  Site Map
Site Search
© 2026 
SHL and its affiliates. All rights reserved."
32,https://www.shl.com/products/product-catalog/?type=1&start=372&type=1,"Search
Careers
Contact
Practice Tests
Support





Login
Buy Online

Solutions
Products
HR Priorities
Resources
About
Book a Demo






Home
Products
Product Catalog
Find assessments that best meet your needs.
Browse through our extensive product catalog for science-backed assessments that evaluate cognitive ability, personality, behavior, skills, and more, by role and organizational level, by industry, and by language.
Search by keyword...
Keyword
Search
Reset all
Search by choosing one or more...
Job Family
Select...
Job Level
Select...
Industry
Select...
Language
Select...
Search
Reset all
Search by job by title...
Job Category
Select...
Search
Reset all
Individual Test Solutions
Remote Testing
Adaptive/IRT
Test Type
Written English v1
K
Written Spanish
K
Zabbix (New)
K
360 Digital Report
D
360° Multi-Rater Feedback System (MFS)
D
P
Previous
1
…
30
31
32
Next
Company
About SHL
Solutions
Products
Case Studies
SHL Careers
Global Offices
Media Inquiries
Subscribe
Client Resources
Sales Inquiries
Platform Login
Client Support ↗
Product Catalog
Training Calendar
Buy Online
Candidate Resources
Candidate Support ↗
Raise an Issue ↗
Neurodiversity Hub
Practice Tests
AMCAT ↗
Legal
Cookie Policy
Privacy Notice
Security & Compliance
Legal Resources
UK Modern Slavery
  Site Map
Site Search
© 2026 
SHL and its affiliates. All rights reserved."
Next,https://www.shl.com/products/product-catalog/?type=1&start=12&type=1,"Search
Careers
Contact
Practice Tests
Support





Login
Buy Online

Solutions
Products
HR Priorities
Resources
About
Book a Demo






Home
Products
Product Catalog
Find assessments that best meet your needs.
Browse through our extensive product catalog for science-backed assessments that evaluate cognitive ability, personality, behavior, skills, and more, by role and organizational level, by industry, and by language.
Search by keyword...
Keyword
Search
Reset all
Search by choosing one or more...
Job Family
Select...
Job Level
Select...
Industry
Select...
Language
Select...
Search
Reset all
Search by job by title...
Job Category
Select...
Search
Reset all
Individual Test Solutions
Remote Testing
Adaptive/IRT
Test Type
Adobe Experience Manager (New)
K
Adobe Photoshop CC
K
Aeronautical Engineering (New)
K
Aerospace Engineering (New)
K
Agile Software Development
K
Agile Testing (New)
K
AI Skills
P
Amazon Web Services (AWS) Development (New)
K
Android Development (New)
K
Angular 6 (New)
K
AngularJS (New)
K
Apache Hadoop (New)
K
Previous
1
2
3
…
32
Next
Company
About SHL
Solutions
Products
Case Studies
SHL Careers
Global Offices
Media Inquiries
Subscribe
Client Resources
Sales Inquiries
Platform Login
Client Support ↗
Product Catalog
Training Calendar
Buy Online
Candidate Resources
Candidate Support ↗
Raise an Issue ↗
Neurodiversity Hub
Practice Tests
AMCAT ↗
Legal
Cookie Policy
Privacy Notice
Security & Compliance
Legal Resources
UK Modern Slavery
  Site Map
Site Search
© 2026 
SHL and its affiliates. All rights reserved."
Product Catalog,https://www.shl.com/products/product-catalog/,"Careers
Contact
Practice Tests
Support





Login
Buy Online

Solutions
Products
HR Priorities
Resources
About
Book a Demo






Home
Products
Product Catalog
Find assessments that best meet your needs.
Browse through our extensive product catalog for science-backed assessments that evaluate cognitive ability, personality, behavior, skills, and more, by role and organizational level, by industry, and by language.
Search by keyword...
Keyword
Search
Search by choosing one or more...
Job Family
Select...
Job Level
Select...
Industry
Select...
Language
Select...
Search
Search by job by title...
Job Category
Select...
Search
Pre-packaged Job Solutions
Remote Testing
Adaptive/IRT
Test Type
Account Manager Solution
C
P
A
B
Administrative Professional - Short Form
A
K
P
Agency Manager Solution
A
B
P
S
Apprentice + 8.0 Job Focused Assessment
B
P
Apprentice 8.0 Job Focused Assessment
B
P
Bank Administrative Assistant - Short Form
A
B
K
P
Bank Collections Agent - Short Form
A
B
P
Bank Operations Supervisor - Short Form
A
B
P
S
Bilingual Spanish Reservation Agent Solution
B
P
S
A
Bookkeeping, Accounting, Auditing Clerk Short Form
P
S
K
B
A
Branch Manager - Short Form
A
B
P
Cashier Solution
B
A
P
Previous
1
2
3
…
12
Next
Individual Test Solutions
Remote Testing
Adaptive/IRT
Test Type
Global Skills Development Report
A
E
B
C
D
P
.NET Framework 4.5
K
.NET MVC (New)
K
.NET MVVM (New)
K
.NET WCF (New)
K
.NET WPF (New)
K
.NET XAML (New)
K
Accounts Payable (New)
K
Accounts Payable Simulation (New)
S
Accounts Receivable (New)
K
Accounts Receivable Simulation (New)
S
ADO.NET (New)
K
Previous
1
2
3
…
32
Next
Company
About SHL
Solutions
Products
Case Studies
SHL Careers
Global Offices
Media Inquiries
Subscribe
Client Resources
Sales Inquiries
Platform Login
Client Support ↗
Product Catalog
Training Calendar
Buy Online
Candidate Resources
Candidate Support ↗
Raise an Issue ↗
Neurodiversity Hub
Practice Tests
AMCAT ↗
Legal
Cookie Policy
Privacy Notice
Security & Compliance
Legal Resources
UK Modern Slavery
  Site Map
Site Search
© 2026 
SHL and its affiliates. All rights reserved."
2,https://www.shl.com/products/product-catalog/?type=2&start=12&type=2,"Search
Careers
Contact
Practice Tests
Support





Login
Buy Online

Solutions
Products
HR Priorities
Resources
About
Book a Demo






Home
Products
Product Catalog
Find assessments that best meet your needs.
Browse through our extensive product catalog for science-backed assessments that evaluate cognitive ability, personality, behavior, skills, and more, by role and organizational level, by industry, and by language.
Search by keyword...
Keyword
Search
Reset all
Search by choosing one or more...
Job Family
Select...
Job Level
Select...
Industry
Select...
Language
Select...
Search
Reset all
Search by job by title...
Job Category
Select...
Search
Reset all
Pre-packaged Job Solutions
Remote Testing
Adaptive/IRT
Test Type
Claims/Operations Supervisor Solution
P
S
A
B
Contact Center Customer Service + 8.0
A
B
C
P
S
Contact Center Customer Service 8.0
S
B
C
P
Contact Center Manager - Short Form
A
B
P
S
Contact Center Sales & Service + 8.0
P
B
C
A
S
Contact Center Sales & Service 8.0
S
B
C
P
Contact Center Team Lead/Coach - Short Form
A
B
P
S
Contact Centre Agent Solution - UK
A
B
P
S
Customer Service - Short Form
A
B
P
Customer Service - Short Form - UK
A
B
P
Customer Service with Sales - Short Form
A
B
P
Director - Short Form
A
B
P
Previous
1
2
3
…
12
Next
Company
About SHL
Solutions
Products
Case Studies
SHL Careers
Global Offices
Media Inquiries
Subscribe
Client Resources
Sales Inquiries
Platform Login
Client Support ↗
Product Catalog
Training Calendar
Buy Online
Candidate Resources
Candidate Support ↗
Raise an Issue ↗
Neurodiversity Hub
Practice Tests
AMCAT ↗
Legal
Cookie Policy
Privacy Notice
Security & Compliance
Legal Resources
UK Modern Slavery
  Site Map
Site Search
© 2026 
SHL and its affiliates. All rights reserved."
3,https://www.shl.com/products/product-catalog/?type=2&start=24&type=2,"Search
Careers
Contact
Practice Tests
Support





Login
Buy Online

Solutions
Products
HR Priorities
Resources
About
Book a Demo






Home
Products
Product Catalog
Find assessments that best meet your needs.
Browse through our extensive product catalog for science-backed assessments that evaluate cognitive ability, personality, behavior, skills, and more, by role and organizational level, by industry, and by language.
Search by keyword...
Keyword
Search
Reset all
Search by choosing one or more...
Job Family
Select...
Job Level
Select...
Industry
Select...
Language
Select...
Search
Reset all
Search by job by title...
Job Category
Select...
Search
Reset all
Pre-packaged Job Solutions
Remote Testing
Adaptive/IRT
Test Type
District/Regional Manager Solution
A
B
P
Entry Level Cashier 7.1 (Americas)
B
P
A
Entry Level Cashier 7.1 (International)
A
B
P
Entry Level Customer Service 7.1 (Americas)
C
P
Entry Level Customer Service 7.1 (International)
C
P
Entry Level Customer Service 7.1 (South Africa)
C
P
Entry level Sales 7.1 (Americas)
B
C
P
Entry level Sales 7.1 (International)
P
B
C
Entry Level Sales Sift Out 7.1
C
P
B
Event Sales Manager Solution
S
A
B
P
Executive - Short Form
A
B
P
Financial Professional - Short Form
A
B
P
Previous
1
2
3
4
…
12
Next
Company
About SHL
Solutions
Products
Case Studies
SHL Careers
Global Offices
Media Inquiries
Subscribe
Client Resources
Sales Inquiries
Platform Login
Client Support ↗
Product Catalog
Training Calendar
Buy Online
Candidate Resources
Candidate Support ↗
Raise an Issue ↗
Neurodiversity Hub
Practice Tests
AMCAT ↗
Legal
Cookie Policy
Privacy Notice
Security & Compliance
Legal Resources
UK Modern Slavery
  Site Map
Site Search
© 2026 
SHL and its affiliates. All rights reserved."
12,https://www.shl.com/products/product-catalog/?type=2&start=132&type=2,"Search
Careers
Contact
Practice Tests
Support





Login
Buy Online

Solutions
Products
HR Priorities
Resources
About
Book a Demo






Home
Products
Product Catalog
Find assessments that best meet your needs.
Browse through our extensive product catalog for science-backed assessments that evaluate cognitive ability, personality, behavior, skills, and more, by role and organizational level, by industry, and by language.
Search by keyword...
Keyword
Search
Reset all
Search by choosing one or more...
Job Family
Select...
Job Level
Select...
Industry
Select...
Language
Select...
Search
Reset all
Search by job by title...
Job Category
Select...
Search
Reset all
Pre-packaged Job Solutions
Remote Testing
Adaptive/IRT
Test Type
Teller 7.0
B
K
P
S
Teller with Sales - Short Form
A
B
K
P
S
Transcriptionist Solution
A
B
K
P
Workplace Safety - Individual 7.0 Solution
B
Workplace Safety - Individual 7.1 (Americas)
B
Workplace Safety - Team 7.0 Solution
B
Workplace Safety - Team 7.1 (Americas)
B
C
P
Workplace Safety - Team 7.1 (International)
B
C
P
Workplace Safety Solution
B
P
Previous
1
…
10
11
12
Next
Company
About SHL
Solutions
Products
Case Studies
SHL Careers
Global Offices
Media Inquiries
Subscribe
Client Resources
Sales Inquiries
Platform Login
Client Support ↗
Product Catalog
Training Calendar
Buy Online
Candidate Resources
Candidate Support ↗
Raise an Issue ↗
Neurodiversity Hub
Practice Tests
AMCAT ↗
Legal
Cookie Policy
Privacy Notice
Security & Compliance
Legal Resources
UK Modern Slavery
  Site Map
Site Search
© 2026 
SHL and its affiliates. All rights reserved."
Next,https://www.shl.com/products/product-catalog/?type=2&start=12&type=2,"Search
Careers
Contact
Practice Tests
Support





Login
Buy Online

Solutions
Products
HR Priorities
Resources
About
Book a Demo






Home
Products
Product Catalog
Find assessments that best meet your needs.
Browse through our extensive product catalog for science-backed assessments that evaluate cognitive ability, personality, behavior, skills, and more, by role and organizational level, by industry, and by language.
Search by keyword...
Keyword
Search
Reset all
Search by choosing one or more...
Job Family
Select...
Job Level
Select...
Industry
Select...
Language
Select...
Search
Reset all
Search by job by title...
Job Category
Select...
Search
Reset all
Pre-packaged Job Solutions
Remote Testing
Adaptive/IRT
Test Type
Claims/Operations Supervisor Solution
P
S
A
B
Contact Center Customer Service + 8.0
A
B
C
P
S
Contact Center Customer Service 8.0
S
B
C
P
Contact Center Manager - Short Form
A
B
P
S
Contact Center Sales & Service + 8.0
P
B
C
A
S
Contact Center Sales & Service 8.0
S
B
C
P
Contact Center Team Lead/Coach - Short Form
A
B
P
S
Contact Centre Agent Solution - UK
A
B
P
S
Customer Service - Short Form
A
B
P
Customer Service - Short Form - UK
A
B
P
Customer Service with Sales - Short Form
A
B
P
Director - Short Form
A
B
P
Previous
1
2
3
…
12
Next
Company
About SHL
Solutions
Products
Case Studies
SHL Careers
Global Offices
Media Inquiries
Subscribe
Client Resources
Sales Inquiries
Platform Login
Client Support ↗
Product Catalog
Training Calendar
Buy Online
Candidate Resources
Candidate Support ↗
Raise an Issue ↗
Neurodiversity Hub
Practice Tests
AMCAT ↗
Legal
Cookie Policy
Privacy Notice
Security & Compliance
Legal Resources
UK Modern Slavery
  Site Map
Site Search
© 2026 
SHL and its affiliates. All rights reserved."
2,https://www.shl.com/products/product-catalog/?type=2&start=12&type=1,"Search
Careers
Contact
Practice Tests
Support





Login
Buy Online

Solutions
Products
HR Priorities
Resources
About
Book a Demo






Home
Products
Product Catalog
Find assessments that best meet your needs.
Browse through our extensive product catalog for science-backed assessments that evaluate cognitive ability, personality, behavior, skills, and more, by role and organizational level, by industry, and by language.
Search by keyword...
Keyword
Search
Reset all
Search by choosing one or more...
Job Family
Select...
Job Level
Select...
Industry
Select...
Language
Select...
Search
Reset all
Search by job by title...
Job Category
Select...
Search
Reset all
Individual Test Solutions
Remote Testing
Adaptive/IRT
Test Type
Adobe Experience Manager (New)
K
Adobe Photoshop CC
K
Aeronautical Engineering (New)
K
Aerospace Engineering (New)
K
Agile Software Development
K
Agile Testing (New)
K
AI Skills
P
Amazon Web Services (AWS) Development (New)
K
Android Development (New)
K
Angular 6 (New)
K
AngularJS (New)
K
Apache Hadoop (New)
K
Previous
1
2
3
…
32
Next
Company
About SHL
Solutions
Products
Case Studies
SHL Careers
Global Offices
Media Inquiries
Subscribe
Client Resources
Sales Inquiries
Platform Login
Client Support ↗
Product Catalog
Training Calendar
Buy Online
Candidate Resources
Candidate Support ↗
Raise an Issue ↗
Neurodiversity Hub
Practice Tests
AMCAT ↗
Legal
Cookie Policy
Privacy Notice
Security & Compliance
Legal Resources
UK Modern Slavery
  Site Map
Site Search
© 2026 
SHL and its affiliates. All rights reserved."
3,https://www.shl.com/products/product-catalog/?type=2&start=24&type=1,"Search
Careers
Contact
Practice Tests
Support





Login
Buy Online

Solutions
Products
HR Priorities
Resources
About
Book a Demo






Home
Products
Product Catalog
Find assessments that best meet your needs.
Browse through our extensive product catalog for science-backed assessments that evaluate cognitive ability, personality, behavior, skills, and more, by role and organizational level, by industry, and by language.
Search by keyword...
Keyword
Search
Reset all
Search by choosing one or more...
Job Family
Select...
Job Level
Select...
Industry
Select...
Language
Select...
Search
Reset all
Search by job by title...
Job Category
Select...
Search
Reset all
Individual Test Solutions
Remote Testing
Adaptive/IRT
Test Type
Apache Hadoop Extensions (New)
K
Apache HBase (New)
K
Apache Hive (New)
K
Apache Kafka (New)
K
Apache Pig (New)
K
Apache Spark (New)
K
ASP .NET with C# (New)
K
ASP.NET 4.5
K
Assessment and Development Center Exercises
E
Automata - Fix (New)
S
Automata - SQL (New)
S
Automata (New)
S
Previous
1
2
3
4
…
32
Next
Company
About SHL
Solutions
Products
Case Studies
SHL Careers
Global Offices
Media Inquiries
Subscribe
Client Resources
Sales Inquiries
Platform Login
Client Support ↗
Product Catalog
Training Calendar
Buy Online
Candidate Resources
Candidate Support ↗
Raise an Issue ↗
Neurodiversity Hub
Practice Tests
AMCAT ↗
Legal
Cookie Policy
Privacy Notice
Security & Compliance
Legal Resources
UK Modern Slavery
  Site Map
Site Search
© 2026 
SHL and its affiliates. All rights reserved."
